job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
689242,dept of healthmental hygiene,1,project manager bureau of it infrastructure and support services,00,health technology data innovation,experienced nonmanager,75000.0,115000.0,annual,,,2025-11-19
716179,department of correction,1,prea compliance manager,02,public safety inspections enforcement,experienced nonmanager,71238.0,81924.0,annual,,2025-05-09,2025-11-04
728790,dept of healthmental hygiene,1,referral specialist bureau of early intervention,04,health,experienced nonmanager,46503.0,53479.0,annual,,,2026-08-26
723667,dept of environment protection,2,accountable manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,62407.0,169806.0,annual,,,
716421,department of correction,1,agency attorney interne,00,legal affairs,entrylevel,72510.0,83388.0,annual,some prior exposure to litigation either through an internship program or prior employment experience excellent writing communication interpersonal analytical research problemsolving multitasking and organizational skills,2025-06-06,
729068,dept of design construction,1,program executive,m2,engineering architecture planning,manager,75443.0,170367.0,annual,candidate should possess 20 years of supervisory and managerial experience with the operation design and construction of buildings in new york city experience in high rise construction experience in both administration of new construction and demolition work in the public sector institutional or commercial buildings and excellent verbal and written communication skills familiarity with design build project delivery processes and procedures preferred,,
705467,dept of healthmental hygiene,1,supervising public health nurse bureau of school health,03,health,experienced nonmanager,94826.0,94826.0,annual,,2025-10-03,2026-03-10
688741,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
724655,office of the mayor,1,event specialist,00,constituent services community programs,experienced nonmanager,57500.0,62500.0,annual,,2025-08-08,
725268,dept of healthmental hygiene,1,program specialist treatment rehabilitation care coordination bureau of mental health,00,mental health health,experienced nonmanager,77211.0,88793.0,annual,,2025-12-08,2025-12-10
691725,dept of design construction,1,engineerincharge,03,engineering architecture planning,experienced nonmanager,81108.0,96786.0,annual,preference will be given to candidates with strong construction supervisory experience excellent verbal and written communication skills knowledge of the operation design and construction of the citys infrastructure system and knowledge of current engineering methods and standards,2024-09-12,
717234,dept of environment protection,1,portfolio manager,m4,engineering architecture planning public safety inspections enforcement,manager,94050.0,242675.0,annual,,,
712064,dept of healthmental hygiene,1,assistant director assisted outpatient treatment bureau of mental health,00,mental health,experienced nonmanager,95051.0,107736.0,annual,,,2026-04-22
733446,department of transportation,1,bob principal administrative associate i,01,administration human resources policy research analysis,experienced nonmanager,53370.0,78180.0,annual,working knowledge of ms office with excel word access is required candidate must have at least one year of handson experience using ms office applications a baccalaureate degree from a college and prior experience in budgeting and fiscalrelated field is preferred,,2025-11-12
724012,dept of environment protection,1,ehs regional manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,104720.0,141970.0,annual,,,
732342,nyc housing authority,1,assistant resident buildings superintendent,00,building operations maintenance,manager,54272.0,83117.0,annual,,,2025-10-05
716040,dept of design construction,1,director of capital budget public buildings,m5,finance accounting procurement,manager,103355.0,133370.0,annual,experience with management of a large budget fms and the citys financial and procurement systems proficiency in excel specifically in the following excel functions pivot tables sumifs v lookups filters and advanced formatting,2025-04-06,
733654,nyc housing authority,1,housing assistant bilingual,00,administration human resources building operations maintenance,entrylevel,44005.0,71320.0,annual,1experience with computers data entry and use of applications 2good written and verbal communication skills,,2025-10-05
635078,dept of environment protection,1,standards lead,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,92301.0,121296.0,annual,,2024-10-05,
711206,hradept of social services,1,front door receptionist,03,social services,experienced nonmanager,40957.0,47100.0,annual,,,
719601,dept of healthmental hygiene,1,child care inspector bureau of childcare,01,public safety inspections enforcement,experienced nonmanager,53132.0,53132.0,annual,,2025-11-07,2026-01-07
713699,dept of healthmental hygiene,1,executive director of data ecosystems and strategy bureau of data technology strategy,00,health,manager,115131.0,165000.0,annual,,2025-06-05,2026-05-06
711379,hradept of social services,1,case management supervisor,01,social services,experienced nonmanager,58377.0,67134.0,annual,,,
716768,dept of healthmental hygiene,1,tb program management officer bureau of tuberculosis control,4b,policy research analysis,experienced nonmanager,112458.0,127000.0,annual,,,2026-06-24
691372,nyc housing authority,99,housing assistant,00,administration human resources,entrylevel,42723.0,69243.0,annual,,2025-05-09,2025-11-04
717082,dept of healthmental hygiene,4,phlebotomist bureau of public health clinics,01,health,experienced nonmanager,51148.0,54808.0,annual,,,2026-06-18
706333,hradept of social services,2,petition filing supervisor,02,administration human resources social services,experienced nonmanager,59715.0,68672.0,annual,,,
727754,housing preservation dvlpmnt,1,executive agency counsel,m1,legal affairs,manager,130000.0,130000.0,annual,,,2025-10-20
733550,dept of environment protection,1,payment analyst,01,engineering architecture planning finance accounting procurement,experienced nonmanager,68339.0,102166.0,annual,,2025-11-09,
716780,housing preservation dvlpmnt,1,clerical support for the division of code enforcement dce,00,administration human resources,experienced nonmanager,51227.0,51227.0,annual,,2025-12-06,2025-09-20
719375,office of management budget,1,analyst economic analysis and forecasting,01,finance accounting procurement policy research analysis,entrylevel,60764.0,77327.0,annual,,2025-09-07,
703961,dept of design construction,1,fleet program coordinator,01,building operations maintenance,experienced nonmanager,53370.0,61376.0,annual,candidates should possess excellent verbal and written skills conflict management skills and handle confidentialmatters with discretion proficiency in microsoft office is preferred a valid nys drivers license is a must,2025-05-03,
726517,district attorneymanhattan,2,assistant supervisor,00,legal affairs,manager,64624.0,64624.0,annual,,,
712282,dept of healthmental hygiene,1,director bureau of environmental sciences and engineering,4b,policy research analysis,experienced nonmanager,108918.0,130000.0,annual,,2025-08-05,2026-05-08
733072,dept of healthmental hygiene,2,physician parttime bureau of tuberculosis control,04,health,experienced nonmanager,92.56,95.57,daily,,2025-05-09,2026-09-05
716106,housing preservation dvlpmnt,1,assistant commissioner of credit valuation office of policy strategy,m4,constituent services community programs finance accounting procurement,executive,150000.0,150000.0,annual,,2025-02-06,2025-10-05
727916,financial info svcs agency,1,night shift supervisor data center operations,02,technology data innovation,experienced nonmanager,71434.0,87186.0,annual,,,
694893,department of transportation,1,executive director grant administration,00,finance accounting procurement,experienced nonmanager,115131.0,184034.0,annual,excellent managerial and analytical skills excellent written and verbal communication skills proficient in excel and fms federal information system such as fmis and trams indepth knowledge of new york city agency programs along with grants and budgeting processes experience,2025-09-09,2025-09-22
698248,dept of healthmental hygiene,1,school health field physician bureau of school health,01,health,experienced nonmanager,79.23,79.23,hourly,,,2026-01-24
709517,dept of healthmental hygiene,1,supervisor radiation field scientist bureau of environmental sciences and engineering,03,public safety inspections enforcement,experienced nonmanager,84018.0,96621.0,annual,,2025-03-04,2026-04-03
637570,dept of environment protection,1,manhattanbronx inspector supervisor engineering technician iv,04,engineering architecture planning,experienced nonmanager,61267.0,70457.0,annual,,,
698355,dept of healthmental hygiene,1,school health field physician bureau of school health,01,health,experienced nonmanager,79.23,79.23,hourly,,,2026-01-24
705286,dept of healthmental hygiene,1,foodborne illness investigator bureau of environmental disease and injury prevention,02,health,experienced nonmanager,70967.0,70967.0,annual,,2025-11-03,2026-03-11
720794,nyc housing authority,1,housing assistant,00,legal affairs,experienced nonmanager,42723.0,69243.0,annual,extensive knowledge in the siebel database excel and nychas termination of tenancy procedures knowledge of crd and the preparation of chronic delinquency specification of charges knowledge of the annual review process and the completion of annual reviewrent calculations excellent verbal and writing skills well organized team player great time management skills,2025-11-09,2025-11-10
732452,dept of parks recreation,1,ecological construction supervisor,03,green jobs,experienced nonmanager,83743.0,96305.0,annual,1bachelor of science degree in environmental civil or structural engineering landscape architecture or related field 2experience overseeing green infrastructure ecological restoration and landscape construction in urban environments 3excellent supervisory communication and administrative and interpersonal skills 4experience collaborating with multiple stakeholders and agencies through design and construction processes 5knowledge of soils and native plants for ecological restoration 6familiarity with environmental regulations,2025-05-09,2025-09-19
642021,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,56181.0,68034.0,annual,,,
703807,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,58003.0,66703.0,annual,,,
729161,department of correction,4,investigator discipline ii,02,public safety inspections enforcement,entrylevel,67595.0,67595.0,annual,,,2025-10-11
702419,dept of healthmental hygiene,1,medicolegal investigator supervisor,03,health,experienced nonmanager,122271.0,122271.0,annual,,2025-12-02,
707035,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
689714,hradept of social services,1,assistant director of human services unit,00,administration human resources,experienced nonmanager,79473.0,91394.0,annual,strong managerial background in financial management experience and knowledge of developing internal controls knowledge of paytrace fms and passport,,
715169,district attorneymanhattan,6,security investigator,00,legal affairs public safety inspections enforcement,experienced nonmanager,64067.0,75656.0,annual,,,
701451,dept of youth comm dev srvs,2,staff auditor office of contract agency audits,02,finance accounting procurement,experienced nonmanager,72997.0,110412.0,annual,bachelors degree in accounting auditing business economics or finance knowledge of nonprofit business operations and organization management two years of experience performing audits in accordance with government audit standards and analyzing nonprofit financial statements for compliance with generally accepted accounting principles strong written and oral communication skills advanced microsoft excel skills knowledge of new york city operating systems,,
718328,office of labor relations,1,operations specialist,00,administration human resources,entrylevel,44545.0,74134.0,annual,excellent writing and communication skills,,2025-10-24
708871,hradept of social services,1,case management supervisor,01,social services,experienced nonmanager,58377.0,67134.0,annual,,,
685067,department of transportation,1,capital project coordinator,01,constituent services community programs public safety inspections enforcement,experienced nonmanager,76262.0,110444.0,annual,proficiency in autocad arcgis microsoft word power point and excel and graphics software including the adobe suite knowledge of traffic calming street design issues and traffic engineering excellent writing editing and oral presentation skills are strongly preferred,,
705440,dept of healthmental hygiene,1,public health advisor bureau of school health,01,health,experienced nonmanager,24.1,27.71,hourly,,2025-05-03,2026-03-05
637055,hradept of social services,1,senior program integrity specialist,02,social services,experienced nonmanager,66114.0,66114.0,annual,,,
725847,campaign finance board,1,director of labor and employee relations,m3,administration human resources legal affairs,experienced nonmanager,120000.0,140000.0,annual,,2025-12-08,
709094,admin for childrens svcs,1,nutritionist,01,health building operations maintenance social services,experienced nonmanager,66786.0,84481.0,annual,,2025-08-09,2025-10-08
716452,off of payroll administration,1,w2 associate,04,finance accounting procurement,experienced nonmanager,46503.0,73002.0,annual,,2025-06-06,
707652,dept of healthmental hygiene,3,supervising special officer bureau of operations,01,building operations maintenance,experienced nonmanager,54012.0,61033.0,annual,,,2026-03-18
683484,dept of healthmental hygiene,1,dataregistration clerk bureau of public health clinics,01,health,experienced nonmanager,44003.0,50603.0,annual,,2024-09-10,2025-10-09
716097,nyc housing authority,1,administrative housing manager,m3,administration human resources building operations maintenance,experienced nonmanager,81083.0,147728.0,annual,systems software knowledge intermediate proficiency in the use of microsoft windows pcs microsoft office productivity suite outlook word excel powerpoint access visio and ticketing systems such as ibm maximo oracles siebel masters degree in public or business administration education urban planning or studies psychology or sociology or related field excellent oral communications skills excellent editing and written communications skills superior project management skills,,2025-10-05
694508,dept of healthmental hygiene,4,public health inspector bureau of food safety and community sanitation bfscs,01,health public safety inspections enforcement,entrylevel,51460.0,59179.0,annual,the position draws on technical and scientific skills as well as effective communication skills candidates should have excellent verbal written interpersonal and organizational skills as well as computer skills,,2025-12-19
726822,office of management budget,1,college aide eeo and dei,01,administration human resources legal affairs policy research analysis,student,17.0,20.0,hourly,,,
707903,department of sanitation,5,auto mechanic,00,building operations maintenance,experienced nonmanager,335.68,390.72,daily,,2025-11-04,
701935,dept of healthmental hygiene,1,budget analyst bureau of budget administration,03,finance accounting procurement,experienced nonmanager,52561.0,75000.0,annual,,2025-10-02,2026-02-10
734731,housing preservation dvlpmnt,1,clerical support,00,administration human resources,experienced nonmanager,44545.0,51227.0,annual,,2025-09-09,2025-09-19
702572,fire department,2,supervising blasting inspector,00,public safety inspections enforcement,experienced nonmanager,60468.0,92699.0,annual,substantial experience in the pyrotechnics and special effects industry,2025-10-06,
717844,nyc dept of veterans services,1,veteran support services attorney,01,legal affairs,experienced nonmanager,73476.0,84498.0,annual,legal experience experience in relevant areas of law such as litigation contract law or administrative law is preferred specific skills proficiency in legal research tools like lexisnexis microsoft office suite and strong writing and communication skills,,
717764,hradept of social services,1,disability services program dsp clerk,03,social services,entrylevel,42288.0,48631.0,annual,,,
702046,dept of healthmental hygiene,1,wellness advocate supervisor bureau of alcohol and drug use prevention care and treatment,02,policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,2025-11-02,2026-02-11
709291,financial info svcs agency,1,data center operations manager,m3,technology data innovation,experienced nonmanager,125000.0,135000.0,annual,,,
711728,dept of healthmental hygiene,1,care coordinator bureau of tuberculosis control,00,constituent services community programs,experienced nonmanager,60889.0,60889.0,annual,,,2026-04-22
708891,dept of healthmental hygiene,1,reporting analyst finance administration and planning,03,policy research analysis,experienced nonmanager,95070.0,112000.0,annual,,,2026-03-25
729865,nyc housing authority,1,caretaker x ha,00,building operations maintenance,entrylevel,36006.0,50569.0,annual,,2025-09-09,2025-09-29
717650,hradept of social services,2,case management team leader,02,social services,experienced nonmanager,70646.0,81243.0,annual,,,
718187,nyc dept of veterans services,1,veteran specialist caregivers and dependents,00,social services,experienced nonmanager,62868.0,72298.0,annual,,,
734258,nyc employees retirement sys,2,assistant retirement benefits examiner,00,finance accounting procurement,entrylevel,48097.0,55312.0,annual,proficient in microsoft excel and word clear and proficient written and oral communication knowledge of the various retirement plans is a plus,2025-08-09,2025-09-23
720484,dept of healthmental hygiene,1,exterminator bureau of veterinary and pest control services,01,public safety inspections enforcement,experienced nonmanager,48154.0,48154.0,annual,,,2026-04-17
687849,dept of healthmental hygiene,1,senor crew chief bureau of veterinary and pest control services,02,health public safety inspections enforcement,experienced nonmanager,44862.0,62639.0,annual,,2024-12-11,2025-11-12
734372,office of labor relations,1,document processing clerk,00,green jobs,entrylevel,44545.0,74134.0,annual,,2025-09-09,2025-11-08
688966,dept of environment protection,1,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,101423.0,137501.0,annual,,,
735504,office of the mayor,1,director of external affairs,my,constituent services community programs communications intergovernmental affairs,manager,150000.0,165000.0,annual,,2025-11-09,
714838,law department,1,assistant corporation counsel tort state law enforcement defense unit,00,legal affairs,experienced nonmanager,87550.0,175100.0,annual,,,
708868,dept of healthmental hygiene,1,phlebotomist bureau of public health clinics,01,health,experienced nonmanager,27.1801,27.1801,hourly,,2025-02-04,2026-04-02
717447,admin trials and hearings,1,hearings support clerk,03,constituent services community programs,entrylevel,42288.0,48631.0,annual,1knowledge of microsoft word excel outlook access and powerpoint 2office experience as well as demonstrable background dealing with members of the public 3excellent oral and written communication skills 4history of volunteerism such as service in the americcorps or peace corps is viewed favorably,,
702907,dept of healthmental hygiene,1,public health educator bureau of environmental disease and injury prevention,01,health,experienced nonmanager,58575.0,66190.0,annual,,,2026-02-18
691043,dept of healthmental hygiene,2,stationary engineer bureau of operations,00,engineering architecture planning health,experienced nonmanager,572.56,572.56,daily,,2024-04-12,2025-12-04
718593,department of sanitation,2,assistant supervising supervisor class ii,02,building operations maintenance,experienced nonmanager,144188.0,191227.0,annual,please note must be serving permanently in the title of supervisor of mechanics me ii open to dsny employees only,2025-03-07,
717529,dept of healthmental hygiene,1,child care investigator bureau of childcare,01,public safety inspections enforcement,experienced nonmanager,59359.0,70381.0,annual,,,2026-06-24
723985,dept of environment protection,1,ehs regional manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,62407.0,172854.0,annual,,,
726120,housing preservation dvlpmnt,1,tech supervisor,03,building operations maintenance,experienced nonmanager,96305.0,96305.0,annual,,,2025-11-22
723566,admin for childrens svcs,1,director of case planning unit,m1,social services,manager,68213.0,187716.0,annual,,,2025-09-26
735850,law department,1,claim specialist level 2 sled supervisor tort division,02,legal affairs,experienced nonmanager,59359.0,89565.0,annual,candidate is strongly preferred to possess a working knowledge of tort law excellent organizational supervisory and writing skills and mastery of law manager hotdocs microsoft office and outlook as well as excel,2025-12-09,2025-09-27
687024,hradept of social services,1,locate specialist,03,administration human resources social services,experienced nonmanager,40957.0,66353.0,annual,,2024-01-11,
715256,mayors office of contract svcs,1,assistant director service desk operations,m2,administration human resources finance accounting procurement technology data innovation,manager,95000.0,101000.0,annual,,,
714585,hradept of social services,1,locate specialist,03,administration human resources social services,experienced nonmanager,40957.0,66353.0,annual,,,
692025,dept of healthmental hygiene,1,laboratory section administrator bureau of public health laboratory,00,finance accounting procurement health,experienced nonmanager,60443.0,125000.0,annual,,2024-06-12,2025-12-06
686163,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,76262.0,110444.0,annual,,,
721898,dept of healthmental hygiene,1,director data governance strategy and standards bureau of data technology strategy,4b,policy research analysis,experienced nonmanager,112458.0,129327.0,annual,,,2025-11-01
724461,department of probation,5,behavioral health team social worker,00,constituent services community programs communications intergovernmental affairs health social services,experienced nonmanager,59359.0,84394.0,annual,candidatesmust bea licensed master social worker with 23 years experience working with adolescents in a clinical setting,,2025-09-30
709252,dept of healthmental hygiene,1,checw human resource business partner bureau of finance administration and services,03,administration human resources,experienced nonmanager,66062.0,91882.0,annual,,,2026-03-28
688962,dept of environment protection,1,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,98470.0,137501.0,annual,,,
717557,department of sanitation,3,college aide,01,administration human resources,student,17.0,21.4,hourly,experience with customer service or office support familiarity with database systems or data entry interest in public service or government operations,,
725469,admin for childrens svcs,1,assistant deputy agency chief contracting officer,03,finance accounting procurement social services,experienced nonmanager,67541.0,113536.0,annual,,2025-11-09,2025-10-11
726705,dept of environment protection,1,payment specialist,02,finance accounting procurement,experienced nonmanager,57370.0,92708.0,annual,,,
694510,department of correction,1,technical project manager,00,technology data innovation,experienced nonmanager,130000.0,150000.0,annual,strong technical and project management skills solid understanding of sdlc programming databases network and infrastructure strong skills in microsoft office including project visio word and excel are required,2025-03-07,2025-10-01
702393,dept of healthmental hygiene,1,tour commanderfield operations manager,m1,health,experienced nonmanager,66066.0,132000.0,annual,a motor vehicle drivers license in the state of new york is required,2025-12-02,
720905,law department,1,assistant corporation counsel,00,legal affairs,experienced nonmanager,122300.0,195679.0,annual,,,
639515,hradept of social services,1,clerical support clerk,02,administration human resources social services,experienced nonmanager,35895.0,53478.0,annual,,2024-01-07,
716907,dept of healthmental hygiene,1,operations manager bureau of finance administration and services,03,administration human resources,experienced nonmanager,66062.0,94000.0,annual,,,2026-06-20
712274,hradept of social services,1,housing court applications processor supervisor,01,social services,experienced nonmanager,58377.0,67134.0,annual,,,
680776,dept of healthmental hygiene,1,drugchecking operations lead bureau of alcohol and drug use prevention care and treatment badupct,02,health policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,,2025-09-27
713922,dept of healthmental hygiene,1,clinic nurse bureau of public health clinics,00,health,experienced nonmanager,85734.0,85734.0,annual,,2025-08-05,2026-05-08
711821,dept of healthmental hygiene,1,perinatal early childhood mental health program operations lead bureau of children youth and families,03,policy research analysis,experienced nonmanager,95070.0,109330.0,annual,,,2026-04-22
718886,department of sanitation,1,director of eao,m4,administration human resources,manager,94050.0,242675.0,annual,1knowledge of nyc comptrollers directive 7 procurement policy board ppb rules and nyc construction code 2proficiency with nyc data management systems including fms and passport 3indepth technical knowledge of and expertise in resolving complex engineering and construction issues 4experience in design construction and contract administration of large capital projects 5experience auditing payments and reviewing change orders for large capital construction projects,2025-07-07,
639675,office of management budget,1,uhdad procurement lead specialist management operations,m1,finance accounting procurement policy research analysis,manager,117935.0,141217.0,annual,,,
728900,consumer and worker protection,1,staff counsel,02,legal affairs,experienced nonmanager,83000.0,95450.0,annual,litigation experience demonstrated excellent verbal written interpersonal analytical problemsolving and time management skills proficient in conducting legal research and undertaking factual investigations including reviewing documents and conducting witness interviews and depositions demonstrated excellent legal research writing skills and negotiation skills comfort with datadriven analysis and strategic planning able to effectively interact with multifunctional teams comprised of attorney and nonattorney staff able to effectively manage multiple priorities with competing deadlines references that can confirm legal skills,,2025-11-24
685794,dept of healthmental hygiene,1,caseworker bureau of tuberculosis control,00,social services,experienced nonmanager,46689.0,53692.0,annual,,,2025-10-28
729383,nyc housing authority,1,city pest control aide,00,green jobs building operations maintenance,entrylevel,36462.0,45020.0,annual,1knowledge of pest control 2valid drivers license is a plus 3nysdec category 7a commercial pesticide technician license,2025-10-09,2025-09-30
734082,housing preservation dvlpmnt,1,owner services specialist,00,constituent services community programs,entrylevel,51227.0,51227.0,annual,,2025-08-09,2025-09-18
707023,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
706581,law department,2,clerical associate l3 ft tort,03,legal affairs,entrylevel,40957.0,66353.0,annual,,2025-12-03,
713888,dept of healthmental hygiene,1,strategic content editor bureau of communications,01,policy research analysis,experienced nonmanager,72190.0,72190.0,annual,,2025-07-05,2026-05-07
725476,law department,1,assistant corporation counsel tax and bankruptcy litigation,00,legal affairs,experienced nonmanager,87737.0,180791.0,annual,,2025-11-08,
705409,dept of healthmental hygiene,1,forensic pathology assistant,01,health,experienced nonmanager,48481.0,62920.0,annual,a motor vehicle drivers license in the state of new york is required two years of mortuary experience and computer proficiency one year of relative supervisory experience,,
713978,dept of healthmental hygiene,75,public health nurse parttime bureau of school health,01,health,experienced nonmanager,47.29,47.29,hourly,,2025-08-05,2026-05-08
705391,dept of healthmental hygiene,1,public health advisor bureau of school health,01,health,experienced nonmanager,24.1,27.71,hourly,,,2026-04-30
704742,admin trials and hearings,1,assistant supervisor oath calendar unit,00,constituent services community programs,entrylevel,60889.0,71824.0,annual,1familiarity the operations and structure of court or administrative tribunal systems 2experience working in an office setting and dealing with members of the public 3excellent oral and written communication skills 4familiarity with spreadsheets and programs such as excel word outlook teams webex and software for courts and law offices such as law manager are a plus,,
698765,office of management budget,1,deputy assistant director assistant director intergovernmental relations,m4,legal affairs policy research analysis,manager,141217.0,161841.0,annual,,,
731993,dept of healthmental hygiene,1,outreach representative bureau of chronic disease prevention,00,health,experienced nonmanager,62868.0,74231.0,annual,,2025-04-09,2026-09-04
686356,dept of healthmental hygiene,1,public health advisor bureau of hepatitis hiv and sti,01,health,experienced nonmanager,44003.0,50603.0,annual,,,2025-10-29
695271,law department,1,assistant corporation counsel,00,legal affairs,experienced nonmanager,87550.0,175100.0,annual,,,
693987,dept of healthmental hygiene,1,worksite wellness specialist administration office,01,health policy research analysis,experienced nonmanager,72190.0,72190.0,annual,,,2025-12-17
694745,dept of healthmental hygiene,1,outreach manager bureau of chronic disease prevention,03,health,experienced nonmanager,68058.0,92702.0,annual,,,2025-12-31
727222,campaign finance board,1,graphic design intern,01,communications intergovernmental affairs,student,17.85,21.4,hourly,,,2026-08-18
703824,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
686478,dept of healthmental hygiene,1,supervising physician bureau of school health,02,health,experienced nonmanager,79.23,79.23,hourly,,,2025-10-29
682556,dept of healthmental hygiene,1,data evaluation associate relay bureau of alcohol and drug use prevention care and treatment,02,health policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,2024-01-10,2025-10-01
733651,nyc housing authority,1,caretaker x ha,00,building operations maintenance,entrylevel,36006.0,50569.0,annual,,,2025-10-05
714374,bronx district attorney,10,special victims division trial preparation assistant lv 2,00,legal affairs,experienced nonmanager,53045.0,53045.0,annual,,2025-12-05,
733480,campaign finance board,1,procurement analyst parttime college aide,01,finance accounting procurement,student,17.85,21.4,hourly,,2025-05-09,
715427,dept of healthmental hygiene,1,program associate immigrant and refugee unit bureau of tuberculosis control,02,health,experienced nonmanager,70967.0,70967.0,annual,,,2026-05-28
711648,dept of healthmental hygiene,1,community mental health monitor mental healthassisted outpatient treatment program,00,mental health,experienced nonmanager,60889.0,72298.0,annual,,,2026-04-28
700038,dept of healthmental hygiene,1,evaluation and quality associate office for data aggregation translation analytics odata community awareness action response and engagement bcaare,01,health policy research analysis,experienced nonmanager,72190.0,72190.0,annual,,,2026-01-29
717974,dept of healthmental hygiene,1,community mental health monitor mental healthassisted outpatient treatment program,00,mental health,experienced nonmanager,62868.0,72298.0,annual,,2025-02-07,2026-07-02
689483,dept of healthmental hygiene,1,it infrastructure and virtualization specialist bureau of it infrastructure and support services,00,health technology data innovation,experienced nonmanager,75000.0,115000.0,annual,,,2025-11-21
727232,office of the mayor,1,community programs manager,m1,constituent services community programs,experienced nonmanager,75000.0,75000.0,annual,,,
713788,taxi limousine commission,80,tlc officer enforcement,00,public safety inspections enforcement,experienced nonmanager,52931.0,52931.0,annual,associates degree or equivalent college credit 64 prior law enforcement military or security experience,2025-06-05,
714020,hradept of social services,1,senior case reviewer,03,administration human resources constituent services community programs communications intergovernmental affairs social services,experienced nonmanager,66062.0,75971.0,annual,,2025-08-05,
709533,office of management budget,1,analyst social services labor and sustainability,01,finance accounting procurement policy research analysis,entrylevel,58851.0,84257.0,annual,,2025-01-04,
715551,dept of healthmental hygiene,1,project manager,00,technology data innovation,experienced nonmanager,66067.0,127520.0,annual,,,2025-09-20
689821,hradept of social services,1,quality assurance analyst,03,finance accounting procurement,experienced nonmanager,64137.0,73758.0,annual,strong statistic and financial management background thorough knowledge of the microsoft suite word excel powerpoint etc,,
733044,dept of healthmental hygiene,1,supervising associate general counsel legal affairs,m3,legal affairs,experienced nonmanager,83718.0,150000.0,annual,,2025-05-09,2026-09-05
691373,nyc housing authority,99,housing assistant,00,administration human resources,entrylevel,42723.0,69243.0,annual,,2025-05-09,2025-11-04
714249,office of the mayor,1,legislative representative,00,communications intergovernmental affairs,experienced nonmanager,60889.0,85000.0,annual,graduate degree jdmpams,2025-12-05,
645264,dept of healthmental hygiene,1,physician city medical specialist iv bureau of public health clinics,04,constituent services community programs health policy research analysis,experienced nonmanager,170325.0,182522.0,annual,,,2025-11-03
729361,nyc housing authority,1,city laborer,00,public safety inspections enforcement,experienced nonmanager,86631.12,86631.12,annual,,,2025-09-25
719279,dept of healthmental hygiene,1,supervisor office of treatment rehabilitation care coordination services bureau of mental health,03,policy research analysis,experienced nonmanager,98159.0,112883.0,annual,,2025-09-07,2026-07-09
714743,dept of healthmental hygiene,1,assistant director bureau of food safety and community sanitation,02,public safety inspections enforcement,experienced nonmanager,75786.0,87154.0,annual,,,2026-03-26
701702,dept of healthmental hygiene,1,assistant commissioner bmirh,m4,health,executive,91090.0,202064.0,annual,,2025-10-02,2026-02-10
701476,dept of environment protection,1,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,101423.0,137501.0,annual,,,
723146,police department,3,criminalist level 1a1b,01,policy research analysis public safety inspections enforcement,experienced nonmanager,60269.0,75955.0,annual,,2025-01-08,2025-10-30
726429,police department,1,deputy director,m2,public safety inspections enforcement,manager,75443.0,201607.0,annual,permanent or provisional in the title of associate supervisor of school security level ii or administrative school security manager nonmanagerial minimum of eighteen 18 months of administrative supervisory or managerial experience,2025-03-09,2025-09-19
719867,hradept of social services,1,executive assistant to the chief medical officer,03,administration human resources social services,experienced nonmanager,66062.0,75971.0,annual,,2025-11-07,
703520,hradept of social services,1,hr quality control associate,03,administration human resources,experienced nonmanager,66062.0,75971.0,annual,,,
712261,dept of environment protection,2,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
717502,dept of environment protection,1,purchasing analyst,02,finance accounting procurement,experienced nonmanager,57370.0,92708.0,annual,,,
684592,dept of healthmental hygiene,1,caseworker bureau of tuberculosis control,00,health,experienced nonmanager,46689.0,53692.0,annual,,,2025-10-17
700377,housing preservation dvlpmnt,1,cloud administrator for the division of hpd tech,00,technology data innovation,experienced nonmanager,145000.0,155000.0,annual,,,2025-10-03
639670,office of management budget,1,assistant director management and operations,m4,finance accounting procurement policy research analysis,executive,161841.0,161841.0,annual,,,
